DateTime,COM port,Rshunt,V1,V2,V3,V4,Current,Flag level,Flag message
07/13/2022 14:37:20.225,COM6,1.0,0.00173,-0.00327,0.00075,0.00151,-0.00327,WARNING,Abnormal current readings.
07/13/2022 14:37:22.468,COM6,1.0,0.00111,-0.00322,0.00055,0.00186,-0.00322,WARNING,Abnormal current readings.
07/13/2022 14:37:24.719,COM6,1.0,0.00155,-0.00256,0.00125,0.00205,-0.00256,WARNING,Abnormal current readings.
07/13/2022 14:37:26.978,COM6,1.0,0.0014,-0.0028,0.00056,0.00135,-0.0028,WARNING,Abnormal current readings.
07/13/2022 14:37:29.221,COM6,1.0,0.00107,-0.00294,0.00081,0.00167,-0.00294,WARNING,Abnormal current readings.
07/13/2022 14:37:31.472,COM6,1.0,0.00146,-0.00278,0.00145,0.00201,-0.00278,WARNING,Abnormal current readings.
07/13/2022 14:37:33.720,COM6,1.0,0.0016,-0.00305,0.00065,0.00158,-0.00305,WARNING,Abnormal current readings.
07/13/2022 14:37:35.972,COM6,1.0,0.00094,-0.00317,0.00085,0.0018,-0.00317,WARNING,Abnormal current readings.
07/13/2022 14:37:38.227,COM6,1.0,0.00136,-0.0029,0.00051,0.00175,-0.0029,WARNING,Abnormal current readings.
07/13/2022 14:37:40.473,COM6,1.0,0.00142,-0.00263,0.00017,0.0017,-0.00263,WARNING,Abnormal current readings.
07/13/2022 14:37:42.724,COM6,1.0,0.00087,-0.00293,0.00071,0.00219,-0.00293,WARNING,Abnormal current readings.
07/13/2022 14:37:44.979,COM6,1.0,0.0015,-0.0022,0.00126,0.00252,-0.0022,WARNING,Abnormal current readings.
07/13/2022 14:37:47.225,COM6,1.0,0.0013,-0.00282,0.00056,0.00148,-0.00282,WARNING,Abnormal current readings.
07/13/2022 14:37:49.475,COM6,1.0,0.00083,-0.00307,0.00057,0.00199,-0.00307,WARNING,Abnormal current readings.
07/13/2022 14:37:51.725,COM6,1.0,0.00133,-0.00227,0.00131,0.00208,-0.00227,WARNING,Abnormal current readings.
07/13/2022 14:37:53.974,COM6,1.0,0.00127,-0.00282,0.00048,0.00164,-0.00282,WARNING,Abnormal current readings.
07/13/2022 14:37:56.230,COM6,1.0,0.00096,-0.003,0.00044,0.00211,-0.003,WARNING,Abnormal current readings.
07/13/2022 14:37:58.470,COM6,1.0,0.00144,-0.0024,0.00109,0.00225,-0.0024,WARNING,Abnormal current readings.
07/13/2022 14:38:00.724,COM6,1.0,0.00098,-0.00285,0.0004,0.0018,-0.00285,WARNING,Abnormal current readings.
07/13/2022 14:38:02.976,COM6,1.0,0.00081,-0.00277,0.00045,0.00211,-0.00277,WARNING,Abnormal current readings.
07/13/2022 14:38:05.220,COM6,1.0,0.00139,-0.00228,0.00117,0.00211,-0.00228,WARNING,Abnormal current readings.
07/13/2022 14:38:07.476,COM6,1.0,0.00103,-0.00289,0.0004,0.00159,-0.00289,WARNING,Abnormal current readings.
07/13/2022 14:38:09.724,COM6,1.0,0.00084,-0.00323,0.00058,0.00205,-0.00323,WARNING,Abnormal current readings.
07/13/2022 14:38:11.979,COM6,1.0,0.00137,-0.00229,0.00107,0.00206,-0.00229,WARNING,Abnormal current readings.
07/13/2022 14:38:18.691,COM6,1.0,-0.00356,-0.00023,0.00214,0.0017,-0.00023,ACQUIRING,Normal operation.
07/13/2022 14:38:20.939,COM6,1.0,-0.00307,0.00092,0.00177,0.0016,0.00092,ACQUIRING,Normal operation.
07/13/2022 14:38:23.194,COM6,1.0,-0.00356,0.00065,0.00163,0.00077,0.00065,ACQUIRING,Normal operation.
07/13/2022 14:38:25.442,COM6,1.0,-0.00291,0.00064,0.00182,0.00118,0.00064,ACQUIRING,Normal operation.
