DateTime,COM port,Rshunt,V1,V2,V3,V4,Current,Flag level,Flag message
07/13/2022 13:53:24.833,COM5,1.0,0.00195,0.00143,0.00027,0.00277,0.00143,ACQUIRING,Normal operation.
07/13/2022 13:53:26.334,COM5,1.0,0.0016,0.00125,0.0003,0.00165,0.00125,ACQUIRING,Normal operation.
07/13/2022 13:53:27.824,COM5,1.0,0.00223,0.00149,0.00104,0.00223,0.00149,ACQUIRING,Normal operation.
07/13/2022 13:53:29.336,COM5,1.0,0.00179,0.0012,0.0007,0.00255,0.0012,ACQUIRING,Normal operation.
07/13/2022 13:53:30.834,COM5,1.0,0.00205,0.00155,0.00065,0.00265,0.00155,ACQUIRING,Normal operation.
07/13/2022 13:53:32.338,COM5,1.0,0.00188,0.00182,0.00083,0.00264,0.00182,ACQUIRING,Normal operation.
07/13/2022 13:53:33.836,COM5,1.0,0.00179,0.00119,0.00031,0.00187,0.00119,ACQUIRING,Normal operation.
07/13/2022 13:53:35.337,COM5,1.0,0.00205,0.0014,0.00042,0.00261,0.0014,ACQUIRING,Normal operation.
07/13/2022 13:53:36.827,COM5,1.0,0.00137,0.0008,0.00052,0.00272,0.0008,ACQUIRING,Normal operation.
07/13/2022 13:53:38.333,COM5,1.0,0.00238,0.00185,0.00083,0.00195,0.00185,ACQUIRING,Normal operation.
07/13/2022 13:53:39.833,COM5,1.0,0.00155,0.00136,0.00034,0.00237,0.00136,ACQUIRING,Normal operation.
07/13/2022 13:53:41.329,COM5,1.0,0.00145,0.00133,0.0006,0.00241,0.00133,ACQUIRING,Normal operation.
07/13/2022 13:53:42.829,COM5,1.0,0.00221,0.00169,0.00087,0.00243,0.00169,ACQUIRING,Normal operation.
07/13/2022 13:53:44.325,COM5,1.0,0.00189,0.0011,0.00077,0.00249,0.0011,ACQUIRING,Normal operation.
DateTime,COM port,Rshunt,V1,V2,V3,V4,Current,Flag level,Flag message
07/13/2022 13:56:46.959,COM5,1.0,0.00212,0.00211,0.00105,0.0032,0.00211,ACQUIRING,Normal operation.
07/13/2022 13:56:48.458,COM5,1.0,0.00131,0.001,-0.00013,0.00167,0.001,ACQUIRING,Normal operation.
07/13/2022 13:56:49.962,COM5,1.0,0.00222,0.00188,0.00062,0.00259,0.00188,ACQUIRING,Normal operation.
07/13/2022 13:56:51.458,COM5,1.0,0.00167,0.00142,0.00064,0.00219,0.00142,ACQUIRING,Normal operation.
07/13/2022 13:56:52.961,COM5,1.0,0.00277,0.00143,0.00054,0.00202,0.00143,ACQUIRING,Normal operation.
07/13/2022 13:56:54.463,COM5,1.0,0.00164,0.00181,0.00098,0.00261,0.00181,ACQUIRING,Normal operation.
07/13/2022 13:56:55.961,COM5,1.0,0.0017,0.00162,0.00034,0.00206,0.00162,ACQUIRING,Normal operation.
07/13/2022 13:56:57.455,COM5,1.0,0.00146,0.00139,0.00053,0.00273,0.00139,ACQUIRING,Normal operation.
07/13/2022 13:56:58.952,COM5,1.0,0.00122,0.00106,0.00066,0.00233,0.00106,ACQUIRING,Normal operation.
07/13/2022 13:57:00.463,COM5,1.0,0.00173,0.00161,0.00062,0.0019,0.00161,ACQUIRING,Normal operation.
07/13/2022 13:57:01.961,COM5,1.0,0.00203,0.0019,0.00082,0.00278,0.0019,ACQUIRING,Normal operation.
07/13/2022 13:57:03.463,COM5,1.0,0.00173,0.00128,0.00042,0.00209,0.00128,ACQUIRING,Normal operation.
07/13/2022 13:57:04.960,COM5,1.0,0.00203,0.00137,0.00076,0.00198,0.00137,ACQUIRING,Normal operation.
07/13/2022 13:57:14.837,COM5,1.0,0.00238,0.00173,0.00063,0.00351,0.00173,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:16.336,COM5,1.0,0.00138,0.00104,0.0006,0.00244,0.00104,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:17.830,COM5,1.0,0.00198,0.00163,0.00097,0.00211,0.00163,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:19.336,COM5,1.0,0.00209,0.00144,0.00063,0.00196,0.00144,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:20.840,COM5,1.0,0.00162,0.00116,0.00034,0.00171,0.00116,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:22.328,COM5,1.0,0.00239,0.00158,0.0006,0.00229,0.00158,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:23.832,COM5,1.0,0.00165,0.00126,0.0007,0.00228,0.00126,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:25.331,COM5,1.0,0.00177,0.00151,0.00042,0.0022,0.00151,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:26.832,COM5,1.0,0.00199,0.00132,0.00104,0.00225,0.00132,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:28.331,COM5,1.0,0.00176,0.0011,0.00044,0.00245,0.0011,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:29.834,COM5,1.0,0.00245,0.0016,0.00107,0.0022,0.0016,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:31.326,COM5,1.0,0.00127,0.00104,0.00089,0.00269,0.00104,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:32.832,COM5,1.0,0.00188,0.00167,0.00069,0.00224,0.00167,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:34.337,COM5,1.0,0.00161,0.00163,0.00066,0.00256,0.00163,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:35.836,COM5,1.0,0.00151,0.0012,0.00026,0.00175,0.0012,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:37.337,COM5,1.0,0.00199,0.00206,0.00063,0.00231,0.00206,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:38.825,COM5,1.0,0.00177,0.0017,0.00075,0.00223,0.0017,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:40.337,COM5,1.0,0.00209,0.00121,0.00032,0.00243,0.00121,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:41.826,COM5,1.0,0.00195,0.00177,0.00076,0.00214,0.00177,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:43.335,COM5,1.0,0.00166,0.00117,0.00058,0.00279,0.00117,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:44.830,COM5,1.0,0.00198,0.00165,0.00033,0.00197,0.00165,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:46.327,COM5,1.0,0.00159,0.00187,0.00086,0.00282,0.00187,TRIGGER,Current readings outside acceptable levels.
07/13/2022 13:57:47.824,COM5,1.0,0.00205,0.0013,0.00059,0.00178,0.0013,TRIGGER,Current readings outside acceptable levels.
