DateTime,COM port,Rshunt,V1,V2,V3,V4,Current,Flag level,Flag message
07/13/2022 13:59:00.520,COM5,1.0,0.00179,0.00158,0.00018,0.00294,0.00158,ACQUIRING,Normal operation.
07/13/2022 13:59:02.007,COM5,1.0,0.00155,0.00129,0.00059,0.00191,0.00129,ACQUIRING,Normal operation.
07/13/2022 13:59:03.520,COM5,1.0,0.00227,0.00162,0.00048,0.00228,0.00162,ACQUIRING,Normal operation.
07/13/2022 13:59:05.018,COM5,1.0,0.00186,0.00146,0.00074,0.00245,0.00146,ACQUIRING,Normal operation.
07/13/2022 13:59:06.516,COM5,1.0,0.00159,0.00138,0.00052,0.00169,0.00138,ACQUIRING,Normal operation.
07/13/2022 13:59:08.006,COM5,1.0,0.00182,0.00158,0.00082,0.00263,0.00158,ACQUIRING,Normal operation.
07/13/2022 13:59:09.516,COM5,1.0,0.00171,0.00085,0.00019,0.00152,0.00085,ACQUIRING,Normal operation.
07/13/2022 13:59:11.005,COM5,1.0,0.00229,0.00191,0.00093,0.00255,0.00191,ACQUIRING,Normal operation.
07/13/2022 13:59:12.510,COM5,1.0,0.00161,0.00121,0.00066,0.00238,0.00121,ACQUIRING,Normal operation.
07/13/2022 13:59:14.007,COM5,1.0,0.00173,0.00164,0.00059,0.00239,0.00164,ACQUIRING,Normal operation.
07/13/2022 13:59:15.507,COM5,1.0,0.00162,0.00183,0.00078,0.00276,0.00183,ACQUIRING,Normal operation.
07/13/2022 13:59:17.011,COM5,1.0,0.00198,0.0015,0.00038,0.00202,0.0015,ACQUIRING,Normal operation.
07/13/2022 13:59:18.510,COM5,1.0,0.00195,0.00182,0.00102,0.00269,0.00182,ACQUIRING,Normal operation.
07/13/2022 13:59:20.012,COM5,1.0,0.00186,0.00086,0.0006,0.00208,0.00086,ACQUIRING,Normal operation.
07/13/2022 13:59:21.510,COM5,1.0,0.00217,0.00147,0.00085,0.00208,0.00147,ACQUIRING,Normal operation.
07/13/2022 13:59:23.009,COM5,1.0,0.00143,0.00127,0.00059,0.00244,0.00127,ACQUIRING,Normal operation.
07/13/2022 13:59:24.513,COM5,1.0,0.00195,0.00133,0.00039,0.00153,0.00133,ACQUIRING,Normal operation.
07/13/2022 13:59:26.015,COM5,1.0,0.00153,0.00172,0.00053,0.0022,0.00172,ACQUIRING,Normal operation.
07/13/2022 13:59:27.520,COM5,1.0,0.00203,0.00235,0.0009,0.00305,0.00235,ACQUIRING,Normal operation.
07/13/2022 13:59:29.020,COM5,1.0,0.00134,0.00111,-0.0,0.00173,0.00111,ACQUIRING,Normal operation.
07/13/2022 13:59:30.519,COM5,1.0,0.00157,0.00157,0.00052,0.0026,0.00157,ACQUIRING,Normal operation.
07/13/2022 13:59:32.017,COM5,1.0,0.00206,0.00163,0.00038,0.00182,0.00163,ACQUIRING,Normal operation.
07/13/2022 13:59:33.510,COM5,1.0,0.0014,0.00166,0.00081,0.00281,0.00166,ACQUIRING,Normal operation.
07/13/2022 13:59:35.011,COM5,1.0,0.00164,0.00129,0.00012,0.00191,0.00129,ACQUIRING,Normal operation.
07/13/2022 13:59:36.515,COM5,1.0,0.00265,0.00183,0.00093,0.00252,0.00183,ACQUIRING,Normal operation.
07/13/2022 13:59:38.012,COM5,1.0,0.00148,0.00116,0.00037,0.00188,0.00116,ACQUIRING,Normal operation.
07/13/2022 13:59:39.515,COM5,1.0,0.00227,0.00193,0.00054,0.00247,0.00193,ACQUIRING,Normal operation.
07/13/2022 13:59:41.010,COM5,1.0,0.00151,0.00154,0.00039,0.00232,0.00154,ACQUIRING,Normal operation.
07/13/2022 13:59:42.507,COM5,1.0,0.00192,0.00152,0.00056,0.00218,0.00152,ACQUIRING,Normal operation.
07/13/2022 13:59:44.013,COM5,1.0,0.00201,0.00167,0.00083,0.0028,0.00167,ACQUIRING,Normal operation.
07/13/2022 13:59:45.517,COM5,1.0,0.00155,0.0015,0.00039,0.00222,0.0015,ACQUIRING,Normal operation.
07/13/2022 13:59:47.020,COM5,1.0,0.00229,0.00146,0.00097,0.00222,0.00146,ACQUIRING,Normal operation.
07/13/2022 13:59:48.518,COM5,1.0,0.00134,0.00095,0.00102,0.00305,0.00095,ACQUIRING,Normal operation.
07/13/2022 13:59:50.019,COM5,1.0,0.00203,0.00115,0.0007,0.00211,0.00115,ACQUIRING,Normal operation.
07/13/2022 13:59:51.516,COM5,1.0,0.00177,0.00188,0.0011,0.00291,0.00188,ACQUIRING,Normal operation.
07/13/2022 13:59:53.014,COM5,1.0,0.00133,0.00102,0.00025,0.00185,0.00102,ACQUIRING,Normal operation.
07/13/2022 13:59:54.522,COM5,1.0,0.00249,0.00204,0.00135,0.00256,0.00204,ACQUIRING,Normal operation.
07/13/2022 13:59:56.021,COM5,1.0,0.00198,0.00102,0.00055,0.00214,0.00102,ACQUIRING,Normal operation.
07/13/2022 13:59:57.515,COM5,1.0,0.00205,0.00146,0.00118,0.00211,0.00146,ACQUIRING,Normal operation.
07/13/2022 13:59:59.012,COM5,1.0,0.0017,0.00142,0.00093,0.00263,0.00142,ACQUIRING,Normal operation.
07/13/2022 14:00:00.518,COM5,1.0,0.00189,0.00107,0.00053,0.00172,0.00107,ACQUIRING,Normal operation.
07/13/2022 14:00:02.016,COM5,1.0,0.0019,0.00151,0.00085,0.00229,0.00151,ACQUIRING,Normal operation.
